PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Full Text Link
15165400,"Diabetes mellitus, Ayurveda, and yoga",Manyam BV.,J Altern Complement Med. 2004 Apr;10(2):223-5. doi: 10.1089/107555304323062185.,Manyam BV,J Altern Complement Med,2004,29/05/04,,,10.1089/107555304323062185,https://www.liebertpub.com/doi/10.1089/107555304323062185?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
25719345,Ayurveda in changing scenario of diabetes management for developing safe and effective treatment choices for the future,"Banerjee S, Debnath P, Rao PN, Tripathy TB, Adhikari A, Debnath PK.",J Complement Integr Med. 2015 Jun;12(2):101-10. doi: 10.1515/jcim-2014-0012.,Banerjee S,J Complement Integr Med,2015,27/02/15,,,10.1515/jcim-2014-0012,https://www.degruyter.com/document/doi/10.1515/jcim-2014-0012
35359772,"Prevalence, Awareness, Treatment and Control of Diabetes in India From the Countrywide National NCD Monitoring Survey","Mathur P, Leburu S, Kulothungan V.",Front Public Health. 2022 Mar 14;10:748157. doi: 10.3389/fpubh.2022.748157. eCollection 2022.,Mathur P,Front Public Health,2022,01/04/22,PMC8964146,,10.3389/fpubh.2022.748157,https://doi.org/10.3389/fpubh.2022.748157
26306935,"Pharmacologic overview of Withania somnifera, the Indian Ginseng","Dar NJ, Hamid A, Ahmad M.",Cell Mol Life Sci. 2015 Dec;72(23):4445-60. doi: 10.1007/s00018-015-2012-1. Epub 2015 Aug 26.,Dar NJ,Cell Mol Life Sci,2015,27/08/15,PMC11113996,,10.1007/s00018-015-2012-1,https://doi.org/10.1007/s00018-015-2012-1
31431828,Use of Ayurveda in the Treatment of Type 2 Diabetes Mellitus,"Gordon A, Buch Z, Baute V, Coeytaux R.",Glob Adv Health Med. 2019 Aug 7;8:2164956119861094. doi: 10.1177/2164956119861094. eCollection 2019.,Gordon A,Glob Adv Health Med,2019,22/08/19,PMC6686320,,10.1177/2164956119861094,https://journals.sagepub.com/doi/abs/10.1177/2164956119861094?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
21668351,"Prameha in Ayurveda: correlation with obesity, metabolic syndrome, and diabetes mellitus. Part 2--management of Prameha","Sharma H, Chandola HM.",J Altern Complement Med. 2011 Jul;17(7):589-99. doi: 10.1089/acm.2010.0397. Epub 2011 Jun 13.,Sharma H,J Altern Complement Med,2011,15/06/11,,,10.1089/acm.2010.0397,https://www.liebertpub.com/doi/10.1089/acm.2010.0397?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
37422989,Ayurveda approach in the treatment of type 2 diabetes mellitus - A case report,Thomas V.,J Ayurveda Integr Med. 2023 Jul-Aug;14(4):100744. doi: 10.1016/j.jaim.2023.100744. Epub 2023 Jul 7.,Thomas V,J Ayurveda Integr Med,2023,09/07/23,PMC10435953,,10.1016/j.jaim.2023.100744,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(23)00060-8
29276113,Ayurveda and the science of aging,Rao RV.,J Ayurveda Integr Med. 2018 Jul-Sep;9(3):225-232. doi: 10.1016/j.jaim.2017.10.002. Epub 2017 Dec 21.,Rao RV,J Ayurveda Integr Med,2018,26/12/17,PMC6148064,,10.1016/j.jaim.2017.10.002,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(17)30411-4
27793313,Ayurveda for diabetes in India - Authors' reply,"Misra A, Gulati S, Luthra A.",Lancet Diabetes Endocrinol. 2016 Nov;4(11):884-885. doi: 10.1016/S2213-8587(16)30238-8.,Misra A,Lancet Diabetes Endocrinol,2016,30/10/16,,,10.1016/S2213-8587(16)30238-8,https://linkinghub.elsevier.com/retrieve/pii/S2213-8587(16)30238-8
34562562,"Catharanthus roseus (L.) G. Don: A review of its ethnobotany, phytochemistry, ethnopharmacology and toxicities","Kumar S, Singh B, Singh R.",J Ethnopharmacol. 2022 Feb 10;284:114647. doi: 10.1016/j.jep.2021.114647. Epub 2021 Sep 22.,Kumar S,J Ethnopharmacol,2022,25/09/21,,,10.1016/j.jep.2021.114647,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(21)00876-X
33151656,Boswellia Serrata,,2020 Nov 4. LiverTox: Clinical and Research Information on Drug-Induced Liver Injury [Internet]. Bethesda (MD): National Institute of Diabetes and Digestive and Kidney Diseases; 2012–.,,LiverTox: Clinical and Research Information on Drug-Induced Liver Injury,2012,04/11/20,,,,https://www.ncbi.nlm.nih.gov/books/NBK563692
38718157,Bacopa monnieri,,2024 Apr 24. LiverTox: Clinical and Research Information on Drug-Induced Liver Injury [Internet]. Bethesda (MD): National Institute of Diabetes and Digestive and Kidney Diseases; 2012–.,,LiverTox: Clinical and Research Information on Drug-Induced Liver Injury,2012,24/04/24,,,,https://www.ncbi.nlm.nih.gov/books/NBK603563
35065847,"Ayurveda treatment in management of snoring, obesity and type 2 Diabetes Mellitus: A case report","Nakanekar A, Khobarkar P.",J Ayurveda Integr Med. 2022 Jan-Mar;13(1):100506. doi: 10.1016/j.jaim.2021.08.001. Epub 2022 Jan 20.,Nakanekar A,J Ayurveda Integr Med,2022,23/01/22,PMC8814401,,10.1016/j.jaim.2021.08.001,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(21)00154-6
34903437,Efficacy of Integrated Ayurveda treatment protocol in type 2 Diabetes Mellitus - A case report,"Kumari S, S D L, B S, Khanal S.",J Ayurveda Integr Med. 2022 Jan-Mar;13(1):100512. doi: 10.1016/j.jaim.2021.08.005. Epub 2021 Dec 10.,Kumari S,J Ayurveda Integr Med,2022,14/12/21,PMC8728054,,10.1016/j.jaim.2021.08.005,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(21)00160-1
36144587,Alkaloidal Phytoconstituents for Diabetes Management: Exploring the Unrevealed Potential,"Behl T, Gupta A, Albratty M, Najmi A, Meraya AM, Alhazmi HA, Anwer MK, Bhatia S, Bungau SG.",Molecules. 2022 Sep 9;27(18):5851. doi: 10.3390/molecules27185851.,Behl T,Molecules,2022,23/09/22,PMC9501853,,10.3390/molecules27185851,https://www.mdpi.com/resolver?pii=molecules27185851
38821139,"Diabetes mellitus and Alzheimer's disease: Understanding disease mechanisms, their correlation, and promising dual activity of selected herbs","Pramanik R, Dey A, Chakrabarty AK, Banerjee D, Narwaria A, Sharma S, Rai RK, Katiyar CK, Dubey SK.",J Ethnopharmacol. 2024 Oct 28;333:118402. doi: 10.1016/j.jep.2024.118402. Epub 2024 May 29.,Pramanik R,J Ethnopharmacol,2024,31/05/24,,,10.1016/j.jep.2024.118402,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(24)00701-3
25336850,Anguli Parimana in Ayurveda and its association with adiposity and diabetes,"Shirodkar JA, Sayyad MG, Nanal VM, Yajnik CS.",J Ayurveda Integr Med. 2014 Jul;5(3):177-84. doi: 10.4103/0975-9476.140482.,Shirodkar JA,J Ayurveda Integr Med,2014,23/10/14,PMC4204289,,10.4103/0975-9476.140482,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/25336850/
36944117,A Scoping Review of Ayurveda Studies in Women with Polycystic Ovary Syndrome,"Rao VS, Armour M, Patwardhan K, Cheema BS, Smith C, Sharma R, Ee C.",J Integr Complement Med. 2023 Sep;29(9):550-561. doi: 10.1089/jicm.2022.0754. Epub 2023 Mar 21.,Rao VS,J Integr Complement Med,2023,21/03/23,,,10.1089/jicm.2022.0754,https://www.liebertpub.com/doi/10.1089/jicm.2022.0754?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
37944500,Ayurveda for a Type 1 Diabetes Patient with Peripheral Arterial Occlusive Disease: A Case Report,"Stapelfeldt E, Berger B, Raak CK, Gupta S.",Complement Med Res. 2024;31(1):94-102. doi: 10.1159/000534992. Epub 2023 Nov 9.,Stapelfeldt E,Complement Med Res,2024,09/11/23,,,10.1159/000534992,https://doi.org/10.1159/000534992
27864668,Unproven Therapies for Diabetes and Their Implications,"Kesavadev J, Saboo B, Sadikot S, Das AK, Joshi S, Chawla R, Thacker H, Shankar A, Ramachandran L, Kalra S.",Adv Ther. 2017 Jan;34(1):60-77. doi: 10.1007/s12325-016-0439-x. Epub 2016 Nov 18.,Kesavadev J,Adv Ther,2017,20/11/16,PMC5216071,,10.1007/s12325-016-0439-x,https://dx.doi.org/10.1007/s12325-016-0439-x
23393692,Herbal medicines for the management of diabetes,"Li GQ, Kam A, Wong KH, Zhou X, Omar EA, Alqahtani A, Li KM, Razmovski-Naumovski V, Chan K.",Adv Exp Med Biol. 2012;771:396-413. doi: 10.1007/978-1-4614-5441-0_28.,Li GQ,Adv Exp Med Biol,2012,09/02/13,,,10.1007/978-1-4614-5441-0_28,https://dx.doi.org/10.1007/978-1-4614-5441-0_28
31831963,"Effect of Ayurveda intervention, lifestyle modification and Yoga in prediabetic and type 2 diabetes under the National Programme for Prevention and Control of Cancer, Diabetes, Cardiovascular Diseases and Stroke (NPCDCS)-AYUSH integration project","Sharma R, Shahi VK, Khanduri S, Goyal A, Chaudhary S, Rana RK, Singhal R, Srikanth N, Dhiman KS.",Ayu. 2019 Jan-Mar;40(1):8-15. doi: 10.4103/ayu.AYU_105_19.,Sharma R,Ayu,2019,14/12/19,PMC6892000,,10.4103/ayu.AYU_105_19,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2019;volume=40;issue=1;spage=8;epage=15;aulast=Sharma
31612820,Plant- and Nutraceutical-based Approach for the Management of Diabetes and its Neurological Complications: A Narrative Review,"Öztürk Y, Öztürk N.",Curr Pharm Des. 2019;25(33):3536-3549. doi: 10.2174/1381612825666191014165633.,Öztürk Y,Curr Pharm Des,2019,16/10/19,,,10.2174/1381612825666191014165633,http://www.eurekaselect.com/175658/article
26749336,The Significance of Tinospora crispa in Treatment of Diabetes Mellitus,"Thomas A, Rajesh EK, Kumar DS.",Phytother Res. 2016 Mar;30(3):357-66. doi: 10.1002/ptr.5559. Epub 2016 Jan 7.,Thomas A,Phytother Res,2016,11/01/16,,,10.1002/ptr.5559,https://doi.org/10.1002/ptr.5559
28526441,Conceptual analysis of diabetic retinopathy in Ayurveda,"Sahoo PK, Fiaz S.",J Ayurveda Integr Med. 2017 Apr-Jun;8(2):122-131. doi: 10.1016/j.jaim.2016.12.003. Epub 2017 May 16.,Sahoo PK,J Ayurveda Integr Med,2017,21/05/17,PMC5496992,,10.1016/j.jaim.2016.12.003,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(16)30097-3
22161426,Ayurvedic treatments for diabetes mellitus,"Sridharan K, Mohan R, Ramaratnam S, Panneerselvam D.",Cochrane Database Syst Rev. 2011 Dec 7;(12):CD008288. doi: 10.1002/14651858.CD008288.pub2.,Sridharan K,Cochrane Database Syst Rev,2011,14/12/11,PMC3718571,NIHMS489467,10.1002/14651858.CD008288.pub2,https://doi.org/10.1002/14651858.CD008288.pub2
28957795,Combined Ayurveda and Yoga Practices for Newly Diagnosed Type 2 Diabetes Mellitus: A Controlled Trial,"Datey P, Hankey A, Nagendra HR.",Complement Med Res. 2018;25(1):16-23. doi: 10.1159/000464441. Epub 2017 Sep 29.,Datey P,Complement Med Res,2018,29/09/17,,,10.1159/000464441,https://doi.org/10.1159/000464441
24918095,The prevalence of dyslipidemia in patients with diabetes mellitus of ayurveda Hospital,"Dixit AK, Dey R, Suresh A, Chaudhuri S, Panda AK, Mitra A, Hazra J.",J Diabetes Metab Disord. 2014 May 22;13:58. doi: 10.1186/2251-6581-13-58. eCollection 2014.,Dixit AK,J Diabetes Metab Disord,2014,12/06/14,PMC4051117,,10.1186/2251-6581-13-58,https://doi.org/10.1186/2251-6581-13-58
34556962,Ayurveda Body-Mind Constitutional Types and Role of Yoga Intervention Among Type 2 Diabetes Mellitus Population of Chandigarh and Panchkula Regions,"Sivapuram MS, Srivastava V, Kaur N, Anand A, Nagarathna R, Patil S, Biman S, Chander I, Jyoti S, Nagendra HR.",Ann Neurosci. 2020 Jul;27(3-4):214-223. doi: 10.1177/09727531211000040. Epub 2021 Jun 4.,Sivapuram MS,Ann Neurosci,2020,24/09/21,PMC8454998,,10.1177/09727531211000040,https://doi.org/10.1177/09727531211000040
38361373,"Berberine: A Multi-Target Natural PCSK9 Inhibitor with the Potential to Treat Diabetes, Alzheimer's, Cancer and Cardiovascular Disease","Coppinger C, Pomales B, Movahed MR, Marefat M, Hashemzadeh M.",Curr Rev Clin Exp Pharmacol. 2024;19(4):312-326. doi: 10.2174/0127724328250471231222094648.,Coppinger C,Curr Rev Clin Exp Pharmacol,2024,16/02/24,,,10.2174/0127724328250471231222094648,https://www.eurekaselect.com/226179/article
31589109,Current Pharmaceutical Interventions and Drug Design in the Management of Diabetes and Diabetic Complications,"Khatik GL, Datusalia AK, Vyas M.",Curr Pharm Des. 2019;25(23):2509. doi: 10.2174/138161282523190913113841.,Khatik GL,Curr Pharm Des,2019,08/10/19,,,10.2174/138161282523190913113841,http://www.eurekaselect.com/174850/article
39047599,Reversal of type 2 diabetes mellitus through integrated Ayurveda dietary protocol - A case report,"Kumari S, Tubaki BR, Patil RS, Laxmikant SD.",J Ayurveda Integr Med. 2024 Jul-Aug;15(4):100946. doi: 10.1016/j.jaim.2024.100946. Epub 2024 Jul 23.,Kumari S,J Ayurveda Integr Med,2024,24/07/24,PMC11321381,,10.1016/j.jaim.2024.100946,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(24)00061-5
28677317,Ayurvedic plumbism,"Sadler M, Bell S.",Intern Med J. 2017 Jul;47(7):823-825. doi: 10.1111/imj.13478.,Sadler M,Intern Med J,2017,06/07/17,,,10.1111/imj.13478,https://doi.org/10.1111/imj.13478
30051787,Current Strategies and Drug Targets in the Management of Type 2 Diabetes Mellitus,"Kaur P, Mittal A, Nayak SK, Vyas M, Mishra V, Khatik GL.",Curr Drug Targets. 2018;19(15):1738-1766. doi: 10.2174/1389450119666180727142902.,Kaur P,Curr Drug Targets,2018,28/07/18,,,10.2174/1389450119666180727142902,http://www.eurekaselect.com/164096/article
16202376,Are Ayurvedic herbs for diabetes effective?,"Shekelle PG, Hardy M, Morton SC, Coulter I, Venuturupalli S, Favreau J, Hilton LK.",J Fam Pract. 2005 Oct;54(10):876-86.,Shekelle PG,J Fam Pract,2005,06/10/05,,,,http://www.jfponline.com/Pages.asp?AID=2753
22556947,"Certain concepts of ""prameha"" (diabetes) in ayurveda (Indian system of medicine) with special reference to the relationship between ancient Indian and modern thoughts","Rajasekharan S, Raju GS.",Anc Sci Life. 1982 Jul;2(1):17-22.,Rajasekharan S,Anc Sci Life,1982,05/05/12,PMC3336706,,,http://www.ancientscienceoflife.org/article.asp?issn=0257-7941;year=1982;volume=2;issue=1;spage=17;epage=22;aulast=
27448453,Plants used to treat diabetes in Sri Lankan Siddha Medicine - An ethnopharmacological review of historical and modern sources,"Sathasivampillai SV, Rajamanoharan PRS, Munday M, Heinrich M.",J Ethnopharmacol. 2017 Feb 23;198:531-599. doi: 10.1016/j.jep.2016.07.053. Epub 2016 Jul 19.,Sathasivampillai SV,J Ethnopharmacol,2017,25/07/16,,,10.1016/j.jep.2016.07.053,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(16)30477-9
36755297,Ayurveda management of pulmonary mycosis: an integrative approach: a case report,"Shankar P, Vijay B, Pendse N, Rahman M, Nampoothiri V.",J Med Case Rep. 2023 Feb 8;17(1):48. doi: 10.1186/s13256-022-03736-6.,Shankar P,J Med Case Rep,2023,09/02/23,PMC9906598,,10.1186/s13256-022-03736-6,https://jmedicalcasereports.biomedcentral.com/articles/10.1186/s13256-022-03736-6
31600561,Reduction of blood glucose by plant extracts and their use in the treatment of diabetes mellitus; discrepancies in effectiveness between animal and human studies,"Furman BL, Candasamy M, Bhattamisra SK, Veettil SK.",J Ethnopharmacol. 2020 Jan 30;247:112264. doi: 10.1016/j.jep.2019.112264. Epub 2019 Oct 7.,Furman BL,J Ethnopharmacol,2020,11/10/19,,,10.1016/j.jep.2019.112264,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(19)31866-5
21649515,"Prameha in Ayurveda: correlation with obesity, metabolic syndrome, and diabetes mellitus. Part 1-etiology, classification, and pathogenesis","Sharma H, Chandola HM.",J Altern Complement Med. 2011 Jun;17(6):491-6. doi: 10.1089/acm.2010.0396.,Sharma H,J Altern Complement Med,2011,09/06/11,,,10.1089/acm.2010.0396,https://www.liebertpub.com/doi/10.1089/acm.2010.0396?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
11488136,Ayurvedic interventions for diabetes mellitus: a systematic review,"Hardy ML, Coulter I, Venuturupalli S, Roth EA, Favreau J, Morton SC, Shekelle P.",Evid Rep Technol Assess (Summ). 2001 Jun;(41):2p..,Hardy ML,Evid Rep Technol Assess (Summ),2001,08/08/01,PMC4781473,,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/11488136/
36582536,Elucidating type 2 diabetes mellitus risk factor by promoting lipid metabolism with gymnemagenin: An in vitro and in silico approach,"DasNandy A, Patil VS, Hegde HV, Harish DR, Roy S.",Front Pharmacol. 2022 Dec 13;13:1074342. doi: 10.3389/fphar.2022.1074342. eCollection 2022.,DasNandy A,Front Pharmacol,2022,30/12/22,PMC9792475,,10.3389/fphar.2022.1074342,https://doi.org/10.3389/fphar.2022.1074342
35923801,Mucormycosis in the COVID-19 Environment: A Multifaceted Complication,"Sharma R, Kumar P, Rauf A, Chaudhary A, Prajapati PK, Emran TB, Gonçalves Lima CM, Conte-Junior CA.",Front Cell Infect Microbiol. 2022 Jul 18;12:937481. doi: 10.3389/fcimb.2022.937481. eCollection 2022.,Sharma R,Front Cell Infect Microbiol,2022,04/08/22,PMC9339637,,10.3389/fcimb.2022.937481,https://doi.org/10.3389/fcimb.2022.937481
32268866,A Review on Natural Products and Herbs Used in the Management of Diabetes,"Patle D, Vyas M, Khatik GL.",Curr Diabetes Rev. 2021;17(2):186-197. doi: 10.2174/1573399816666200408090058.,Patle D,Curr Diabetes Rev,2021,10/04/20,,,10.2174/1573399816666200408090058,https://www.eurekaselect.com/180778/article
27833362,Ayurvedic research and methodology: Present status and future strategies,"Chauhan A, Semwal DK, Mishra SP, Semwal RB.",Ayu. 2015 Oct-Dec;36(4):364-369. doi: 10.4103/0974-8520.190699.,Chauhan A,Ayu,2015,12/11/16,PMC5041382,,10.4103/0974-8520.190699,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2015;volume=36;issue=4;spage=364;epage=369;aulast=Chauhan
33465446,Exploring scientific validation of Triphala Rasayana in ayurveda as a source of rejuvenation for contemporary healthcare: An update,"Ahmed S, Ding X, Sharma A.",J Ethnopharmacol. 2021 Jun 12;273:113829. doi: 10.1016/j.jep.2021.113829. Epub 2021 Jan 17.,Ahmed S,J Ethnopharmacol,2021,19/01/21,,,10.1016/j.jep.2021.113829,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(21)00055-6
33551339,Effectiveness of polyherbal formulations for the treatment of type 2 Diabetes mellitus - A systematic review and meta-analysis,"Suvarna R, Shenoy RP, Hadapad BS, Nayak AV.",J Ayurveda Integr Med. 2021 Jan-Mar;12(1):213-222. doi: 10.1016/j.jaim.2020.11.002. Epub 2021 Feb 5.,Suvarna R,J Ayurveda Integr Med,2021,08/02/21,PMC8039362,,10.1016/j.jaim.2020.11.002,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(20)30105-4
29580105,Herbal Remedies: A Boon for Diabetic Neuropathy,"Tiwari R, Siddiqui MH, Mahmood T, Bagga P, Ahsan F, Shamim A.",J Diet Suppl. 2019;16(4):470-490. doi: 10.1080/19390211.2018.1441203. Epub 2018 Mar 26.,Tiwari R,J Diet Suppl,2019,28/03/18,,,10.1080/19390211.2018.1441203,https://www.tandfonline.com/doi/full/10.1080/19390211.2018.1441203
25889885,Salacia reticulata (Kothala himbutu) revisited; a missed opportunity to treat diabetes and obesity?,Medagama AB.,Nutr J. 2015 Feb 27;14:21. doi: 10.1186/s12937-015-0013-4.,Medagama AB,Nutr J,2015,19/04/15,PMC4351933,,10.1186/s12937-015-0013-4,https://nutritionj.biomedcentral.com/articles/10.1186/s12937-015-0013-4
36646655,Content and quality of clinical practice guidelines for the management of type 2 diabetes in India: A systematic review,"Olujide OP, Olujide ME, Leonardi-Bee J, Chattopadhyay K.",Endocrinol Diabetes Metab. 2023 Mar;6(2):e405. doi: 10.1002/edm2.405. Epub 2023 Jan 16.,Olujide OP,Endocrinol Diabetes Metab,2023,16/01/23,PMC10000656,,10.1002/edm2.405,https://onlinelibrary.wiley.com/doi/10.1002/edm2.405
32783987,Withania somnifera (L.) Dunal - Modern perspectives of an ancient Rasayana from Ayurveda,"Mukherjee PK, Banerjee S, Biswas S, Das B, Kar A, Katiyar CK.",J Ethnopharmacol. 2021 Jan 10;264:113157. doi: 10.1016/j.jep.2020.113157. Epub 2020 Aug 9.,Mukherjee PK,J Ethnopharmacol,2021,14/08/20,,,10.1016/j.jep.2020.113157,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(20)33039-7
15165418,Role of selected Indian plants in management of type 2 diabetes: a review,"Saxena A, Vikram NK.",J Altern Complement Med. 2004 Apr;10(2):369-78. doi: 10.1089/107555304323062365.,Saxena A,J Altern Complement Med,2004,29/05/04,,,10.1089/107555304323062365,https://www.liebertpub.com/doi/10.1089/107555304323062365?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
35323182,Clinical Prediction of Type 2 Diabetes Mellitus (T2DM) via Anthropometric and Biochemical Variations in Prakriti,"Singh S, Agrawal NK, Singh G, Gehlot S, Singh SK, Singh R.",Diseases. 2022 Mar 3;10(1):15. doi: 10.3390/diseases10010015.,Singh S,Diseases,2022,24/03/22,PMC8947277,,10.3390/diseases10010015,https://www.mdpi.com/resolver?pii=diseases10010015
29955222,"Ancient Thali Diet: Gut Microbiota, Immunity, and Health","Shondelmyer K, Knight R, Sanivarapu A, Ogino S, Vanamala JKP.",Yale J Biol Med. 2018 Jun 28;91(2):177-184. eCollection 2018 Jun.,Shondelmyer K,Yale J Biol Med,2018,30/06/18,PMC6020729,,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/29955222/
31530988,Therapeutic potential of curcumin in eye diseases,"Radomska-Leśniewska DM, Osiecka-Iwan A, Hyc A, Góźdź A, Dąbrowska AM, Skopiński P.",Cent Eur J Immunol. 2019;44(2):181-189. doi: 10.5114/ceji.2019.87070. Epub 2019 Jul 30.,Radomska-Leśniewska DM,Cent Eur J Immunol,2019,19/09/19,PMC6745545,,10.5114/ceji.2019.87070,https://doi.org/10.5114/ceji.2019.87070
34585903,Ayurveda and Dietary Modification for T2DM Management,"Rohit S, Gurudatta A, Suhas D, Rahul M.",J Assoc Physicians India. 2021 Sep;69(9):11-12.,Rohit S,J Assoc Physicians India,2021,29/09/21,,,,No full text link found
18433791,"Salacia root, a unique Ayurvedic medicine, meets multiple targets in diabetes and obesity","Li Y, Huang TH, Yamahara J.",Life Sci. 2008 May 23;82(21-22):1045-9. doi: 10.1016/j.lfs.2008.03.005. Epub 2008 Mar 28.,Li Y,Life Sci,2008,25/04/08,,,10.1016/j.lfs.2008.03.005,https://linkinghub.elsevier.com/retrieve/pii/S0024-3205(08)00125-2
23281076,Curcumin in inflammatory diseases,"Shehzad A, Rehman G, Lee YS.",Biofactors. 2013 Jan-Feb;39(1):69-77. doi: 10.1002/biof.1066. Epub 2012 Dec 22.,Shehzad A,Biofactors,2013,03/01/13,,,10.1002/biof.1066,https://doi.org/10.1002/biof.1066
27074784,Ayurpharmacoepidemiology Perspective: Health Literacy (Knowledge and Practice) Among Older Diabetes Patients Visiting Ayurveda Teaching Hospitals in India,"Debnath P, Natasha K, Ali L, Bhaduri T, Roy TK, Bera S, Mukherjee D, Debnath S.",J Evid Based Complementary Altern Med. 2017 Apr;22(2):242-250. doi: 10.1177/2156587216643641. Epub 2016 Jul 8.,Debnath P,J Evid Based Complementary Altern Med,2017,15/04/16,PMC5871185,,10.1177/2156587216643641,https://journals.sagepub.com/doi/10.1177/2156587216643641?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
38504835,The Standardization of Daruharidradi Ghanavati,"Chawre SV, Waykar PA, Shinde VS, Gulhane JD.",Int J Appl Basic Med Res. 2024 Jan-Mar;14(1):12-16. doi: 10.4103/ijabmr.ijabmr_363_23. Epub 2024 Feb 20.,Chawre SV,Int J Appl Basic Med Res,2024,20/03/24,PMC10947755,,10.4103/ijabmr.ijabmr_363_23,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/38504835/
18166127,"Utilization of Ayurveda in health care: an approach for prevention, health promotion, and treatment of disease. Part 2--Ayurveda in primary health care","Sharma H, Chandola HM, Singh G, Basisht G.",J Altern Complement Med. 2007 Dec;13(10):1135-50. doi: 10.1089/acm.2007.7017-B.,Sharma H,J Altern Complement Med,2007,02/01/08,,,10.1089/acm.2007.7017-B,https://www.liebertpub.com/doi/10.1089/acm.2007.7017-B?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
34106380,Turmeric and its bioactive constituents trigger cell signaling mechanisms that protect against diabetes and cardiovascular diseases,"Zhang HA, Kitts DD.",Mol Cell Biochem. 2021 Oct;476(10):3785-3814. doi: 10.1007/s11010-021-04201-6. Epub 2021 Jun 9.,Zhang HA,Mol Cell Biochem,2021,09/06/21,PMC8187459,,10.1007/s11010-021-04201-6,https://doi.org/10.1007/s11010-021-04201-6
32746480,A Comprehensive Review on Physiological Effects of Curcumin,"Ahsan R, Arshad M, Khushtar M, Ahmad MA, Muazzam M, Akhter MS, Gupta G, Muzahid M.",Drug Res (Stuttg). 2020 Oct;70(10):441-447. doi: 10.1055/a-1207-9469. Epub 2020 Aug 3.,Ahsan R,Drug Res (Stuttg),2020,04/08/20,,,10.1055/a-1207-9469,https://www.thieme-connect.com/DOI/DOI?10.1055/a-1207-9469
36145121,Pterostilbene Fails to Rescue Insulin Secretion and Sensitivity in Multiple Murine Models of Diabetes,"Damgaard MV, Jepsen SL, Ashcroft SP, Holst JJ, Treebak JT.",Nutrients. 2022 Sep 10;14(18):3741. doi: 10.3390/nu14183741.,Damgaard MV,Nutrients,2022,23/09/22,PMC9505377,,10.3390/nu14183741,https://www.mdpi.com/resolver?pii=nu14183741
38468519,Investigating Ayurvedic Strategies: An In-Depth Examination of Managing Diabetes across Different Types,"Balkrishna A, Katiyar P, Upreti J, Chauhan M, Sharma D, Kumar S, Arya V.",Curr Diabetes Rev. 2024 Mar 11. doi: 10.2174/0115733998284193240227041720. Online ahead of print.,Balkrishna A,Curr Diabetes Rev,2024,12/03/24,,,10.2174/0115733998284193240227041720,https://www.eurekaselect.com/227871/article
35673490,Patient preferences for the treatment of type 2 diabetes in Australia: a discrete choice experiment,"Ahmad A, Khan MU, Aslani P.",J Diabetes Metab Disord. 2022 Jan 27;21(1):229-240. doi: 10.1007/s40200-021-00962-5. eCollection 2022 Jun.,Ahmad A,J Diabetes Metab Disord,2022,08/06/22,PMC9167383,,10.1007/s40200-021-00962-5,https://doi.org/10.1007/s40200-021-00962-5
31784342,Mechanisms of action of Sri Lankan herbal medicines used in the treatment of diabetes: A review,"Samarakoon DNAW, Uluwaduge DI, Siriwardhene MA.",J Integr Med. 2020 Jan;18(1):14-20. doi: 10.1016/j.joim.2019.11.003. Epub 2019 Nov 14.,Samarakoon DNAW,J Integr Med,2020,01/12/19,,,10.1016/j.joim.2019.11.003,https://linkinghub.elsevier.com/retrieve/pii/S2095-4964(19)30111-6
