instruction,input,output
What are some components found in a Kshara Sutra thread used in Ayurvedic treatment for fistulas?,"From a Kshara Sutra thread which is used in the therapy of fistula in the  Ayurvedic medicinal system, euphol, 3,12-di-O-acetyl-8-O-benzoylingol,  3,12-di-O-acetyl-8-O-tigloylingol, curcumin, p-coumaroylferuloylmethane and  di-p-courmaroylmethane were isolated and characterized. In addition, GLC and  GC/MS confirmed the presence of euphol, antiquol B, cycloeucalenol and  24-methylene cycloartanol in the thread.","According to ""Analysis of a thread used in the Kshara Sutra treatment in the Ayurvedic medicinal system"", the key Ayurvedic remedy for fistula treatment involves the use of a Kshara Sutra thread. This thread contains compounds including euphol, 3,12-di-O-acetyl-8-O-benzoylingol, 3,12-di-O-acetyl-8-O-tigloylingol, curcumin, p-coumaroylferuloylmethane, di-p-courmaroylmethane, antiquol B, cycloeucalenol and 24-methylene cycloartanol."
What are some Ayurvedic treatments for hemiplegia?,"INTRODUCTION: Hemiplegia and the Ayurvedic description of ardhanga disease  presents with comparable clinical features. This pilot trial compared two  traditional procedure-based treatments: Navarakizhi, a massage of cooked navara  rice in a medicated hot bolus, and pinda sweda, a similar massage made of a  different type of rice. This article also describes the steps of a double-blind  trial in Ayurveda, which was hitherto considered difficult to perform. METHODS: Eighteen (18) patients suffering from hemiplegia with disease duration  of 6 months to 2 years received treatment with navarakizhi or pinda sweda for 7  days. Both groups received the same Ayurvedic oral medications for 14 days. All  steps of randomization and blinding of procedure-based therapy in Ayurveda are  described. The physiotherapist evaluated muscle tone, muscle strength, tendon  reflexes, range of movement, and balance of functional abilities at baseline, 7  days, and 14 days after starting therapy. Both patient and the assessing  physiotherapist were blinded. RESULTS: Intraquartile range values showed better range in patients who received  navarakizhi than those who received pinda sweda. DISCUSSION: A larger trial is needed to confirm the superiority of navarakizhi  over the rice varieties in treating hemiplegia. This study demonstrates that  double-blind randomized clinical trials are possible in Ayurvedic settings,  ending the long-debated controversy in trial methodology involving  procedure-based traditional medicines.","According to 'Navarakizhi and pinda sweda as muscle-nourishing Ayurveda procedures in hemiplegia: double-blind randomized comparative pilot clinical trial', two traditional Ayurvedic procedures, Navarakizhi and pinda sweda, were used as treatments for patients suffering from hemiplegia. Navarakizhi is a massage of cooked navara rice in a medicated hot bolus, and pinda sweda is a similar massage made of a different type of rice. The trial found that patients who received the Navarakizhi treatment showed better range in their conditions compared to those who received pinda sweda. Both groups also received the same Ayurvedic oral medications for 14 days. The study concludes"
Can the herb Jibanti help reduce stress-related damage in the body?,"The herb Desmotrichum fimbriatum Bl. (family: Orchidaceae), sold as Jibanti in  West Bengal, is used in 'Rasayana therapy' in Ayurveda. Its effect on the  modulation of the two antioxidant enzymes peroxidase and catalase has been  studied in mice liver during 'cold water swim' (CWS) stress using appropriate  controls. The drug, i.e. the aqueous ethanolic extract of the herb (whole plant)  was found to increase peroxidase titre in the hepatic cells of normal mice. But  in the stressed group, the drug displayed no effect on the peroxidase content,  while it elicited an elevation of the catalase content. infinity-Tocoferol was  used as the standard drug. These data suggested that the drug can ameliorate the  peroxidative damage caused in mice by CWS stress.","According to 'Induction of antioxidative enzyme by the ayurvedic herb Desmotrichum fimbriatum Bl. in mice', the herb Desmotrichum fimbriatum Bl., also known as Jibanti, is used in Ayurvedic 'Rasayana therapy'. The aqueous ethanolic extract of this herb was found to increase peroxidase titre in the hepatic cells of normal mice and elevate catalase content in stressed mice, suggesting it can ameliorate the peroxidative damage caused by 'cold water swim' stress."
How can the AYUSH system contribute to the Universal Health Coverage in India?,"Universal health coverage (UHC) in the Indian context is understood as easily  accessible and affordable health services for all citizens. The Planning  Commission of India constituted a High Level Expert Group (HLEG) in October 2010  for the purpose of drafting the guidelines of UHC. While the primary focus of  UHC is to provide financial protection to all citizens, its delivery requires an  adequate health infrastructure, skilled health human resources, and access to  affordable drugs and technologies so that all people receive the level and  quality of care they are entitled to. This paper attempts to link the ayurveda,  yoga and naturopathy, unani, siddha and homoeopathy (AYUSH) systems of medicine  with UHC. Here, the AYUSH system refers to the AYUSH workforce, therapeutics and  principles, and their individual role in delivering UHC to the citizens of  India. In outlining the role of AYUSH, the paper lays stress on the 10 guiding  principles of UHC, as proposed by the HLEG. However, as the AYUSH system is not  the principal health service provider in India, the dominant system being that  of allopathic medicine, a few components of UHC may not fit neatly into the  AYUSH system. This paper has adopted the definition of UHC quoted by the HLEG.","According to ""Can the AYUSH system be instrumental in achieving universal health coverage in India?"", the AYUSH system, which includes Ayurveda, yoga and naturopathy, unani, siddha and homoeopathy, could play a role in delivering universal health coverage to the citizens of India. The AYUSH system refers to not only the workforce but also the therapeutics and principles of these systems of medicine. The paper highlights the potential of the AYUSH system in the context of the 10 guiding principles of universal health coverage proposed by the High Level Expert Group. However, it also notes that since the AYUSH system is not the principal health service provider in India, with allopathic medicine being the dominant"
Can Ayurvedic treatment help in faster recovery from COVID-19 infection?,"BACKGROUND: Specific treatment for COVID-19 is still an unmet need. Outcomes of  clinical trials on repurposed drugs have not been yielding success. Therefore,  it is necessary to include complementary approaches of medicine against  COVID-19. PURPOSE: This study was designed to evaluate the impact of traditional Indian  Ayurvedic treatment regime on asymptomatic patients with COVID-19 infection. STUDY DESIGN: It is a placebo controlled randomized double-blind pilot clinical  trial. METHODS: The study was registered with Clinical Trial Registry-India (vide  Registration No. CTRI/2020/05/025273) and conducted at the Department of  Medicine in National Institute of Medical Sciences and Research, Jaipur, India.  1 g of Giloy Ghanvati (Tinospora cordifolia) and 2 g of Swasari Ras (traditional  herbo-mineral formulation) and 0.5 g each of Ashwagandha (Withania somnifera)  and Tulsi Ghanvati (Ocimum sanctum) were given orally to the patients in  treatment group twice per day for 7 days. Medicines were given in the form of  tablets and each tablet weighed 500 mg. While, Swasari Ras was administered in  powdered form, 30 min before breakfasts and dinners, rest were scheduled for 30  min post-meals. Patients in the treatment group also received 4 drops of Anu  taila (traditional nasal drop) in each nostril every day 1 h before breakfast.  Patients in the placebo group received identical-looking tablets and drops, post  randomization and double blinded assortments. RT-qPCR test was used for the  detection of viral load in the nasopharyngeal and oropharyngeal swab samples of  study participants during the study. Chemiluminescent immunometric assay was  used to quantify serum levels of interleukin-6 (IL-6), tumor necrosis factor  alpha (TNF-α) and high sensitivity C-reactive protein (hs-CRP) on day 1 and day  7 of the study. RESULTS: By day 3, 71.1 % and 50.0 % patients recovered in the treatment and  placebo groups, respectively. Treatment group witnessed 100 % recovery by day 7,  while it was 60.0 % in the placebo group. Average fold changes in serum levels  of hs-CRP, IL-6 and TNF-α in treatment group were respectively, 12.4, 2.5 and 20  times lesser than those in the placebo group at day 7. There was 40 % absolute  reduction in the risk of delayed recovery from infection in the treatment group. CONCLUSIONS: Ayurvedic treatment can expedite virological clearance, help in  faster recovery and concomitantly reduce the risk of viral dissemination.  Reduced inflammation markers suggested less severity of SARS-CoV-2 infection in  the treatment group. Moreover, there was no adverse effect observed to be  associated with this treatment.","According to ""Randomized placebo-controlled pilot clinical trial on the efficacy of ayurvedic treatment regime on COVID-19 positive patients"", the Ayurvedic treatment for asymptomatic COVID-19 patients includes 1 g of Giloy Ghanvati (Tinospora cordifolia), 2 g of Swasari Ras (a traditional herbo-mineral formulation), and 0.5 g each of Ashwagandha (Withania somnifera) and Tulsi Ghanvati (Ocimum sanctum). These were given orally in tablet form twice per day for 7 days. Swasari Ras was administered in powdered form 30 minutes before breakfast and dinner. The rest were administered 30 minutes post meals"
Can the drug chavanprash be used in combination therapy for endometrium issues and during rehabilitation after hormonotherapy?,"Hyperplastic processes in the endometrium are classified as a common  gynecological pathology. The drug chavanprash has been shown to improve general  bodily resistance, to enhance vital tone of the body. It is endowed with a  manifest hepatotropic and antitoxic activity, which fact permits recommending it  for use in the combination therapy of hyperplastic processes in the endometrium  as well as during the period of rehabilitation in the wake of the course of  hormonotherapy.","According to [Chavanprash in the treatment of hyperplastic processes in the endometrium], the Ayurvedic remedy Chavanprash can be used in combination therapy to treat hyperplastic processes in the endometrium. This remedy improves general bodily resistance and enhances the vital tone of the body. It also has hepatotropic and antitoxic activity, making it suitable for use during rehabilitation after a course of hormonotherapy."
What are the health benefits of the neem tree used in traditional medicine?,"The divine tree neem (Azadirachta indica) is mainly cultivated in the Indian  subcontinent. Neem has been used extensively by humankind to treat various  ailments before the availability of written records which recorded the beginning  of history. The world health organization estimates that 80% of the population  living in the developing countries relies exclusively on traditional medicine  for their primary health care. More than half of the world's population still  relies entirely on plants for medicines, and plants supply the active  ingredients of most traditional medical products. The review shows the neem has  been used by humankind to treat various ailments from prehistory to  contemporary.","According to ""Neem (Azadirachta indica): prehistory to contemporary medicinal uses to humankind"", the neem tree (Azadirachta indica), primarily cultivated in the Indian subcontinent, has been extensively used in traditional medicine to treat various ailments. It is still relied upon by a significant portion of the world's population, especially in developing countries, for primary health care and as a source of active ingredients for traditional medical products."
Can Ayurvedic formulations like Guduchi and Madhuyashti enhance longevity and fertility?,"Formulations from the traditional Indian medicine, Ayurveda, have long been  considered to have potent life-style enhancing effects, possibly by their  effect(s) on key life-history attributes. Although several studies have reported  beneficial effects of these formulations on different components of life  history, few have investigated their concurrent influence on various  life-history traits. Here, we report the results of an investigation showing the  effect of two well-known Ayurvedic formulations, Guduchi and Madhuyashti, on  fecundity and longevity of Drosophila melanogaster. Flies were either grown  (i.e., larval exposure) and/or maintained (i.e., adult exposure) on standard  food supplemented with 0.5% Guduchi or 0.5% Madhuyashti. It was observed that  the longevity of adult flies of both sexes was not affected on feeding  Guduchifood, but fecundity of the females was greatly enhanced. Fecundity was  also found to be affected by the adult food and whether their mates were grown  on Guduchi or normal food. Madhuyashti, on the other hand, significantly reduced  mean longevity and had a stimulatory effect on female fecundity. This fecundity  enhancing effect however seemed to be mediated through its effect on the males.  Interestingly, much of these effects interacted with age in a complex way,  making it difficult to generalize the overall effect of these formulations on  the reproductive output of the flies. Ourstudy underlines the importance of  evaluating the interacting effects of these (and similar) formulations on a  range of life-history traits in a holistic way to understand their utility  better.","According to 'Complex effects of Ayurvedic formulation: Guduchi and Madhuyashti on different components of life history may elude the elixir effect', the Ayurvedic formulations Guduchi and Madhuyashti have distinct effects on fecundity and longevity of Drosophila melanogaster. Guduchi, when added to food, did not affect the longevity of the flies but greatly enhanced the fecundity of female flies. The fecundity was also affected by whether their mates were grown on Guduchi or normal food. Madhuyashti, however, significantly reduced mean longevity but had a stimulatory effect on female fecundity. This fecundity enhancing effect seemed to be mediated"
What are some benefits of using herbs and spices in Ayurveda for maintaining health?,"Background: Ayurveda, the traditional Indian therapeutic system, involves herbs  and spices as drug ingredients and a kind of food intake regulation. The health  and curative aspects of plant products are often ascribed to their antimicrobial  and antioxidant activities (AA). However, it seems somewhat possible to  correlate the AA of herbal extracts or plant isolates with their phenolic  contents (PC). Objective: Indian researchers have carried out some tests for the  determination of AA and PC of plant products that are worth mentioning. Methods:  Among the herbal analysis techniques, the important contributions of Indians and  people of Indian origin in this field include the remarkable separation of  phenolic compounds, including the use of reversed-phase columns, on-line HPLC,  the 2,2-diphenyl-1-picrylhydrazyl (DPPH) assay to effectively screen and  identify antioxidant compounds from herbal extracts, and other chromatographic,  spectrographic, and spectroscopic techniques, in the analysis of complex  biological matrices. Results: The aim of this paper is to present an overview of  such arguments with reference to herbal drugs and food intake regulation for  specific ailments. Conclusions: The lack of uniformity in the use of test  protocols for antioxidant assays (particularly using the DPPH free radical) and  differences in in vitro mechanisms of antiradical activity and in vivo  metabolism of polyphenols have been the issues associated with these experiments  that have been raised by researchers in the period from 2000 onward.","According to 'Studies on the Determination of Antioxidant Activity and Phenolic Content of Plant Products in India (2000-2017)', Ayurvedic remedies involve the use of herbs and spices due to their antimicrobial and antioxidant properties. The antioxidant activities of these plant products could potentially be linked to their phenolic content. Techniques used to analyze these herbal remedies include the separation of phenolic compounds, reversed-phase columns, on-line HPLC, and the DPPH assay for screening and identifying antioxidant compounds from the extracts. However, there has been a lack of uniformity in test protocols and differences in in vitro mechanisms of antiradical activity and in vivo metabolism of polyphenols."
What traditional or alternative treatments are commonly used by cancer patients in Sri Lanka?,"OBJECTIVES: While the introduction of biomedicine within the Sri Lankan  healthcare system has resulted in reduced reliance on traditional, complementary  and alternative medicine (TCAM) over the last century in Sri Lanka, treatment  modalities such as Ayurveda, Sinhala and traditional religious practices still  receive considerable public support. Cancer is an increasing burden in Sri  Lanka, and whilst Sri Lankans are known to use TCAM for everyday ailments, there  has been no research examining the role of TCAM in the context of cancer. The  aim of this study was to evaluate the prevalence and patterns of TCAM use by  cancer patients. STUDY DESIGN: Cross-sectional survey. METHODS: Data were obtained from two Sri Lankan hospitals using a consecutive  convenience sample of 500 cancer patients currently receiving biomedical  treatment, over a 10-week period in 2008. RESULTS: Analyses showed that 67.4% of those surveyed used one or more TCAM in  conjunction with biomedicine for cancer treatment. The most common were Sinhala,  Ayurveda and traditional religious practices. Of those patients who used TCAM,  95.0% gave the main reason for usage as 'they thought it would cure their  cancer'. The strongest reason for not using TCAM was on advice from their doctor  (80.5%). CONCLUSIONS: The high use of TCAM amongst cancer patients in Sri Lanka raises  numerous important issues, including those related to patient safety, potential  benefit, interactions with biomedical cancer treatments, and delays in seeking  biomedical cancer care. Further research is needed to explore the  decision-making processes of cancer patients, including the perceived  benefits/limitations of key processes in biomedical and TCAM care.","According to ""The use of traditional, complementary and alternative medicine in Sri Lankan cancer care: results from a survey of 500 cancer patients"", a significant number of cancer patients in Sri Lanka use traditional, complementary and alternative medicine (TCAM) alongside biomedicine for their treatments. Specifically, 67.4% of surveyed patients reported using one or more TCAM methods. The most commonly used modalities were Sinhala, Ayurveda, and traditional religious practices. The primary reason given for using TCAM was the belief that it would cure their cancer. However, for those who didn't use TCAM, 80.5% refrained due to advice from their doctor."
What is the benefit of berberine in Ayurvedic medicine and how is it analyzed in these treatments?,"A sensitive, simple, rapid, and efficient high-performance thin-layer  chromatographic (HPTLC) method has been developed and validated for the analysis  of berberine in marketed Ayurvedic formulations containing Berberis aristata DC  for regulatory purposes. Chromatography of methanolic extracts of these  formulations was performed on silica gel 60 F254 aluminum-backed TLC plates of  0.2 mm layer thickness. The plate was developed up to 66 mm with the  ternary-mobile phase butanol-acetic acid-water (8 + 1 + 1, v/v/v) at 33 +/- 5  degrees C with 5 min of tank saturation. The marker, berberine, was quantified  at its maximum absorbance of 350 nm. The limit of detection and limit of  quantitation values were found to be 5 and 10 ng/spot. The linear regression  analysis data for the calibration plot showed a good linear relationship with  correlation coefficient = 0.9994 in the concentration range of 10 to 50 ng/spot  for berberine with respect to peak area. The instrumental precision was found to  be 0.49% coefficient of variation (CV), and repeatability of the method was  0.73% CV. Recovery values from 98.27 to 99.11% indicate excellent accuracy of  the method. The developed HPTLC method is very accurate, precise, and  cost-effective, and it has been successfully applied to the assay of marketed  formulations containing B. aristata for determination of berberine.","According to ""Estimation of berberine in ayurvedic formulations containing Berberis aristata"", a high-performance thin-layer chromatographic (HPTLC) method is used to analyze the presence of berberine in Ayurvedic formulations that contain Berberis aristata. The process uses methanolic extracts of these formulations, and the berberine is quantified at its maximum absorbance of 350 nm. The developed HPTLC method is accurate, precise, and cost-effective, and it has been successfully applied to the assay of marketed formulations containing B. aristata for determination of berberine. The recovery values from 98.27 to 99.11% indicate excellent accuracy of the method."
What are some medicinal plants used in Ayurveda for digestive system disorders?,"ETHNOPHARMACOLOGICAL RELEVANCE: Medicinal Plant resources of forest origin are  extensively used in India for various systems of medicine like Ayurveda, Unani,  Homeopathy, Allopathy, Siddha and Ethnic etc. The tribal communities around the  Kakrajhore forest in West Medinipur district of West Bengal have their own  traditional knowledge based system of curing many diseases using the forest  based plant resources similar to ayurveda. The forest comprises of one of the  unique treasure and rich source of diversified ethno-botanical wealth and  therefore extensive studies is required for proper documentation including  ethnomedicinal knowledge of local tribes. AIM OF THE STUDY: The present study was initiated with an aim to inventorize the  ayurvedic medicinal plant recourses and explore the traditional knowledge of  tribal people of Kakrajhore forest to treat several diseases along with the  sustainable management and conservation of medicinal plants. METHODS: The information on the medicinal plant resources were gathered through  floristic inventorization with proper sampling method in the study area  (N22°42'57.05″, E86°34'58.02″) during the year 2015. For floristic  inventorization the study area of 312 ha was delineated by using GPS Receiver.  Then total mapped area was divided by virtual grid of 100m apart in both  East-West and North-South direction to allocate 60 sample plots by random  sampling. In addition to inventorization, the use value (UV) of the species was  determined and the informant consensus factor (ICF) was calculated for the  medicinal plants found in the study area based on personal interview. Further  exploration was carried out to establish linkage with Ayurveda. RESULTS: The present survey has identified 57 numbers of ethno-medicinal plants  belonging to 39 families, used for preparing medicinal remedies. The habit of  the plants includes 35% trees, 28% shrubs, 23% herbs and 14% climbers. The most  frequently utilized plant parts were the Roots & Tuber roots (26%), Stem which  includes Bark, Tubers, Bulb, Rhizome, Gum, Wood & Young shoots (24%), Leaves  (18%), Fruits (13%), and Seeds (10%). The most frequent happening ailments are  asthma and bronchitis, constipation and dyspepsia, diarrhea, dysentery, ulcer,  rheumatism, arthritis, fistula and piles troubles. Most of the Plants (88%) had  more than a single therapeutic use. The most important plant species on the  basis of use value were Smilex ovalifolia, Emblica officinalis, Curculigo  orchioides, Croton roxburghii, Asparagus racemosus, Ziziphus nummularia,  Ichnocarpus frutescens, Cisssus adnata, Buettneria herbacea, Litsea glutinosa,  Vernonia anthelmintica and Chlorophytum borivilianum. There was a strong  agreement among the informants related to the usage of the plants (ICF  0.65-0.93). As per the standard literature in Ayurveda, maximum numbers of  documented species (33) are found to be used for 'digestive system disorder'  which is analogous to ethnomedicinal use (30), followed by 'skin related  problem' i.e. 13 and 20 respectively. CONCLUSIONS: Results show that people living around Kakrajhore forest area hold  valuable knowledge of the uses of plant resources and some of the ayurvedic  plants represent an important component in local livelihood. Though the  Kakrajhore Forest area is rich in medicinal plant resources but the species are  susceptible to be endangered by intense exploitation by human communities. More  in-depth investigations are required for plants with high UV values on their  possible phytochemical and pharmacological activity. Apart from this,  sustainable management approach and proper conservation strategy for the area is  recommended by involvement of local communities and forest department.","According to ""Inventorization of some ayurvedic plants and their ethnomedicinal use in Kakrajhore forest area of West Bengal"", the Kakrajhore forest in West Bengal is home to 57 ethno-medicinal plants from 39 families. These plants are used by the local tribal communities to cure diseases similar to Ayurveda. The most commonly used plant parts for remedies are the Roots & Tuber roots (26%), Stem which includes Bark, Tubers, Bulb, Rhizome, Gum, Wood & Young shoots (24%), Leaves (18%), Fruits (13%), and Seeds (10%). The ailments most commonly treated are asthma, bronchitis, constipation, dyspepsia,"
What are some herbal medicines that can help manage diabetes?,"Herbal medicines have been used in the management of diabetes in traditional  medicine. This chapter reviews recent findings of the most popular herbs  reported to treat diabetes through their relevant mechanistic pathways. These  include increased insulin secretion, improvement in insulin sensitivity,  enhanced glucose uptake by adipose and muscle tissues, inhibition of glucose  absorption from intestine, inhibition of glucose production from hepatocytes and  anti-inflammatory activities. The pharmacological activities have highlighted  the potential efficacy of these herbal medicines in the management of diabetes.","According to ""Herbal medicines for the management of diabetes"", herbal medicines have potential efficacy in managing diabetes through various mechanisms. These mechanisms include increasing insulin secretion, improving insulin sensitivity, enhancing glucose uptake by adipose and muscle tissues, inhibiting glucose absorption from the intestine, inhibiting glucose production from hepatocytes, and exerting anti-inflammatory activities."
What are some medicinal plants that could help manage diabetes or viral hepatitis?,"ETHNOPHARMACOLOGICAL RELEVANCE: Medicinal plants belong to the oldest known  health care products that have been used by human beings all over the world and  are major components of the formulations used in indigenous system of medicine  practiced in many countries. Besides, finding place as health supplements,  nutraceuticals, cosmetics, herbal tea etc. there has been a global insurgence of  interest, including India, leading to enormous research/activities in the area  of medicinal plants. AIM OF THE STUDY: The article is aimed to provide the effort and initiatives of  ICMR towards research on medicinal plants and its contributions on consolidation  of Indian research on medicinal plants that are very relevant and important in  the national context. METHODS: The various initiatives undertaken by ICMR on research on traditional  medicines/medicinal plants in the past are reviewed and documented in this  article. RESULTS: The multi-disciplinary, multicentric research initiatives of ICMR have  resulted in validation of traditional treatment Kshaarasootra (medicated  Ayurvedic thread) for anal fistula, Vijayasar (heart wood of Pterocarpus  marsupium Roxb.) for diabetes mellitus, encouraging micro- and macrofilaricidal  activity of Shakotak (stem bark of Streblus asper Lour.) in experimental studies  an iridoid glycosides fraction isolated from root/rhizomes of Picrorhiza kurroa  Royle ex Benth. (designated as Picroliv) for viral hepatitis. Other  developmental and compilation of research works on Indian medicinal plants have  resulted in publications of the thirteen volumes of quality standards,  comprising of 449 Indian medicinal plants; three volumes of 90 phytochemical  reference standards; fifteen volumes of review monographs on 4167 medicinal  plant species; and one publication each on perspectives of Indian medicinal  plants for management of liver disorders, lymphatic filariasis and diabetes  mellitus (details available at http://www.icmr.nic.in/mpsite). CONCLUSION: The ICMR efforts assume special significance in the light of  multifaceted use of medicinal plants, and the need of better drugs and remedies  for various diseases. Further, the indigenous system of medicine, and the plant  drugs, could promise to provide both concepts of therapy, as well as therapeutic  agents in the areas, where modern system of medicines has few answers. The  developement of quality standards and review monographs also help the  regulators, pharmacopoeial bodies and drug industry towards generation of  quality herbal drugs or traditional medicine preparations. These initiatives are  also in favour of the World Health Organisation advocating herbal medicines as a  valid alternative system of therapy in the form of phytomedicines or herbal  drugs or herbal drug preparations or herbal medicinal products.","According to ""Contributions of Indian Council of Medical Research (ICCMR) in the area of Medicinal plants/Traditional medicine"", the Ayurvedic remedies that have been validated through research include Kshaarasootra, a medicated Ayurvedic thread used for treating anal fistula, Vijayasar, the heartwood of Pterocarpus marsupium Roxb, used for treating diabetes mellitus, and Shakotak, the stem bark of Streblus asper Lour, which shows promising micro- and macrofilaricidal activity in experimental studies. Additionally, an iridoid glycosides fraction isolated from the root/rhizomes of Picrorhiza kurroa Royle ex Benth,"
What should I know about the safety of using Ayurvedic products in the United States?,"OBJECTIVE: Despite a growing body of literature on complementary and alternative  medicine, there is still limited information on the use of Ayurveda in the  United States. Because Ayurveda is one of the world's major traditional medical  systems, knowledge of its use is important. In particular, information on  utilization by Asian Indians living in the United States is needed due to  increased immigration from India and related regions. Recent reports of heavy  metal contamination of some imported Ayurveda products underscore this need. For  this reason, an exploratory survey was conducted. DESIGN: A semistructured 21-item questionnaire was administered using  face-to-face interviews. PARTICIPANTS AND SETTING: The study comprised a convenience sample of 64 Asian  Indians living in Northern California. OUTCOME MEASURES: Main outcome measures included sociodemographic variables,  questions on awareness, knowledge and use of Ayurvedic products or services, use  of other nutritional/herbal products, and reasons for use. RESULTS: In the sample, 95% of the participants were aware of Ayurveda, 78% had  knowledge of Ayurvedic products or treatments, and about 59% had used or were  currently using Ayurveda. Only 18% of those using Ayurveda had informed their  Western medical doctors. CONCLUSIONS: Given its common use in the United States by Asian Indians, its  cultural relevance, potential therapeutic value, and possible safety concerns,  physician and consumer education along with more empirical research is  warranted.","According to ""Exploring the prevalence of Ayurveda use among Asian Indians"", Ayurvedic remedies are commonly used by Asian Indians living in the United States, with about 59% of the surveyed group having used or currently using Ayurveda. However, only 18% of those using Ayurveda had informed their Western medical doctors. This underscores the need for increased physician and consumer education regarding Ayurveda, along with more empirical research."
What precautions should I take when using non-allopathic Indian medicines for my health concerns?,"Non-allopathic Indian medicines, referred to elsewhere in the world as  complementary and alternative medicine have gathered increasing recognition in  recent years with regard to both treatment options and health hazards. Ayurveda,  Siddha, Unani and homeopathy are practiced in India as non-allopathic systems.  These systems comprise a wide range of therapeutic approaches that include diet,  herbs, metals, minerals, precious stones and their combinations as well as  non-drug therapies. Ayurveda is the oldest system of medicine in the world and  by far the most commonly practiced form of non-allopathic medicine in India,  particularly in rural India, where 70% of the population lives. The difference  between modern medicine and these systems stems from the fact that the knowledge  base of many of the above systems, unlike Western medicine, is based on years of  experience, observations, empiricism and intuition and has been handed down  generations both through word of mouth and treatises. The focus on  non-allopathic systems of medicine in India can be attributed to various causes  including a need to revive a rich tradition, the dependency of 80% of the  country's population on these drugs, their easy availability, increasing  worldwide use of these medicines, the lack of focused concerted scientific  research and the abuse of these systems by quacks. Elsewhere, the increasing use  of herbal products worldwide and the growth of the herbal product industry has  led to increasing concern regarding their safety. The challenges in these  non-allopathic systems relate to the patient, physician, regulatory authorities,  the abuse/misuse of these medicines, quality and purity issues. Safety  monitoring is mandated by a changing ecological environment, the use of  insecticides, new manufacturing techniques, an as yet unregulated pharmaceutical  industry, the availability of combinations of herbs over the counter and not  mentioned in ancient Ayurvedic texts, and the need to look at the active  principles of these medicines as potential chemotherapeutic agents. The Indian  traditional medicine industry has come a long way from the times when it was  considered unnecessary to test these formulations prior to use, to the  introduction of Good Manufacturing Practice guidelines for the industry.  However, we still have a long way to go. The conflict between the traditional  practitioners and the purists demanding evidence of safety and efficacy needs to  be addressed. There is an urgent need for the practitioners of the allopathic  and non-allopathic systems to work together to optimise the risk-benefit profile  of these medicines.","According to ""The use and safety of non-allopathic Indian medicines"", Ayurveda is the most commonly practiced form of non-allopathic medicine in India, particularly in rural areas. This system of medicine includes a variety of therapeutic approaches such as diet, herbs, metals, minerals, precious stones, their combinations, and non-drug therapies. Despite the benefits and increasing worldwide use, there are also challenges associated with these remedies due to their safety, quality, purity, and potential misuse. The paper also highlights the need for safety monitoring due to changing ecological environment, use of insecticides, new manufacturing techniques, and an as yet unregulated pharmaceutical industry. The Indian traditional medicine industry has introduced Good Manufacturing Practice guidelines, but further improvements are"
What types of complementary and alternative medicine are commonly used by pharmacy students?,"AIM: Attitudes and practice concerning complementary and alternative medicine  (CAM) are currently an area of considerable importance. However, little is known  about the overall importance of CAM in groups of health care professionals.  Therefore, the primary objective was to analyse the knowledge about and use of  CAM in an ethnically diverse student population at the London School of  Pharmacy. METHODS: A questionnaire was administered to students (264 completed  questionnaires, response rate: 59.1%) and in-depth interviews were carried out  with a sample of seven students. RESULTS: Forty-three percent reported using at least one type of CAM during the  last 12 months. The types of CAM used that were most frequently mentioned  include aromatherapy, Traditional Chinese Medicine (TCM) and medicinal  herbalism. TCM was reported by students of Chinese origin and by students from  other ethnic backgrounds. However, Ayurvedic (Indian) medicine and medicine from  Africa were only used in cultures from which the users originated. The study  shows that a large number of herbal medical products were commonly reported by  students of pharmacy. CONCLUSION: The knowledge about and use of CAM is widespread among this group of  future health care professionals and the students also expressed a strong  interest in the topic. In-depth studies on the knowledge and use of CAM among  other health care professionals and among ethnic minorities are urgently needed  and may help to better manage the treatment of minor disorders as well as  chronic diseases.","According to ""Knowledge and use of complementary and alternative medicine among British undergraduate pharmacy students"", Ayurvedic medicine, a type of complementary and alternative medicine (CAM), was used by students from cultures where Ayurveda originated, indicating its cultural specificity. The study also revealed a widespread knowledge and use of various forms of CAM, including Ayurveda, among future health care professionals."
